OG	Tcas	Dmel
OG0002482	TC005610	FBgn0031815
OG0003143	TC010417	FBgn0024957
OG0005758	TC008061	FBgn0013548
OG0006559	TC007968	FBgn0030991
OG0004331	TC010952	FBgn0286070
OG0003869	TC032184	FBgn0039688
OG0006232	TC003715	FBgn0035445
OG0006173	TC006792	FBgn0035247
OG0005918	TC032584	FBgn0263776
OG0006581	TC007942	FBgn0026430
OG0007273	TC005982	FBgn0031307
OG0007193	TC008785	FBgn0031534
OG0001407	TC015329	FBgn0033371,FBgn0025709
OG0001860	TC010654,TC033147	FBgn0030766
OG0004245	TC006713	FBgn0030183
OG0002613	TC009664	FBgn0032171
OG0006980	TC015994	FBgn0035952
OG0007245	TC014786	FBgn0014010
OG0004356	TC003405	FBgn0024315
OG0001369	TC009378,TC030676	FBgn0034012
OG0006210	TC008338	FBgn0035375
OG0005055	TC034722	FBgn0027529
OG0006303	TC007682	FBgn0052238
OG0004572	TC014987	FBgn0015582
OG0002707	TC013890	FBgn0032378
OG0002670	TC009673	FBgn0010398
OG0005427	TC012383	FBgn0259173
OG0001663	TC009631	FBgn0287825
OG0001678	TC031486	FBgn0262975
OG0003439	TC014257	FBgn0038586
OG0001772	TC014419,TC031149	FBgn0266758
OG0005915	TC012652	FBgn0263706
OG0007305	TC033603,TC012281,TC034813	FBgn0040251,FBgn0040257,FBgn0040256,FBgn0026315,FBgn0040259
OG0003708	TC016304	FBgn0045866
OG0007547	TC031170,TC032558,TC031088	FBgn0000633
OG0002045	TC032583	FBgn0023513
OG0006812	TC012455	FBgn0001108
OG0002820	TC014337	FBgn0028894
OG0005727	TC009492	FBgn0020257
OG0002042	TC006550	FBgn0003517
OG0002019	TC015439	FBgn0040351
OG0002108	TC004393	FBgn0004647
OG0000192	TC032347	FBgn0030502
OG0002913	TC032194	FBgn0032811
OG0007985	TC031673	FBgn0026787
OG0002210	TC006110	FBgn0023489
OG0003715	TC012561	FBgn0039274
OG0001106	TC002743	FBgn0037713
OG0001828	TC000540	FBgn0051773,FBgn0030407
OG0000863	TC011127	FBgn0040372
OG0006104	TC001713	FBgn0283666
OG0004663	TC006039	FBgn0033392
OG0001196	TC009330	FBgn0013995
OG0006815	TC012039	FBgn0036397
OG0001176	TC008818	FBgn0042693
OG0002178	TC005584	FBgn0028982
OG0002095	TC015915	FBgn0011606
OG0000782	TC000107	FBgn0043792
OG0005090	TC006992	FBgn0033884
OG0004310	TC008602	FBgn0034708
OG0005933	TC006775	FBgn0263979
OG0004781	TC004802	FBgn0039932
OG0005310	TC001975	FBgn0085397
OG0005369	TC001105	FBgn0086695
OG0001265	TC006314	FBgn0026597
OG0000103	TC006698,TC006697,TC006700,TC006699,TC011571,TC004791	FBgn0034121,FBgn0003748
OG0002331	TC034471	FBgn0037406
OG0006078	TC000047	FBgn0267976
OG0005639	TC000970	FBgn0262124
OG0006492	TC013702	FBgn0030753
OG0006808	TC014055	FBgn0001085
OG0005766	TC006736	FBgn0034876
OG0001664	TC008103,TC012115	FBgn0262519
OG0003227	TC001604	FBgn0038108
OG0003460	TC030690	FBgn0027785
OG0007203	TC031285	FBgn0031540
OG0000262	TC001458	FBgn0040348
OG0001183	TC000534,TC000533	FBgn0015781
OG0007742	TC008384,TC001654,TC002686	FBgn0043457
OG0001649	TC014666	FBgn0036868,FBgn0261793
OG0000212	TC033935,TC031713,TC010361	FBgn0038273
OG0003704	TC010332	FBgn0039252
OG0003885	TC014243	FBgn0039702
OG0006604	TC011556	FBgn0036967
OG0004322	TC016093	FBgn0034232
OG0005306	TC033696	FBgn0085377
OG0006037	TC004382	FBgn0266672
OG0007699	TC034551,TC032069,TC008569	FBgn0037788
OG0001300	TC008860	FBgn0020440
OG0001925	TC034925	FBgn0015278
OG0006781	TC014563	FBgn0026738
OG0001937	TC013432	FBgn0040305
OG0001892	TC010677	FBgn0036787,FBgn0052196
OG0002810	TC016290	FBgn0028520
OG0006077	TC006047	FBgn0267975
OG0005486	TC010852	FBgn0260655
OG0000034	TC031805,TC006206,TC031324,TC006207,TC001837,TC030977,TC031803,TC006209,TC031894,TC033906	FBgn0027280
OG0000660	TC001142	FBgn0033897
OG0000261	TC000686,TC014458	FBgn0031335,FBgn0051924,FBgn0019982
OG0000012	TC030337,TC030341,TC030342,TC030344,TC030340,TC004263,TC011345,TC010928,TC002052,TC008063,TC030347,TC030339,TC030334,TC007823,TC030338,TC031990,TC030348,TC033018,TC010942,TC034680,TC000202,TC031640	FBgn0243514
OG0006318	TC008009	FBgn0017561
OG0002692	TC013492	FBgn0032338
OG0001023	TC034009,TC005696	FBgn0032368
OG0001833	TC000385	FBgn0010303
OG0004771	TC010369	FBgn0039889
OG0002526	TC014087	FBgn0002938
OG0004490	TC009595	FBgn0033812
OG0002524	TC030687	FBgn0051908
OG0002036	TC006318	FBgn0025394
OG0003989	TC012006	FBgn0033085
OG0004472	TC005928	FBgn0033879
OG0004528	TC034792	FBgn0050044
OG0001298	TC000058	FBgn0034472,FBgn0035334
OG0007611	TC012380,TC012379	FBgn0032074
OG0001310	TC004615,TC008157	FBgn0003520
OG0001681	TC008032	FBgn0263079
OG0003201	TC000468	FBgn0038043
OG0007619	TC009074,TC008706	FBgn0283536
OG0003319	TC014208	FBgn0038325
OG0005295	TC006952	FBgn0069969
OG0006950	TC015166	FBgn0036035
OG0007240	TC011161	FBgn0026778
OG0001372	TC012312	FBgn0033969,FBgn0033377
OG0004550	TC013516	FBgn0033672
OG0006025	TC006436	FBgn0266572
OG0006675	TC006471	FBgn0036821
OG0002107	TC033641	FBgn0011276
OG0007312	TC013277,TC013279,TC013278,TC013280,TC034781	FBgn0038250,FBgn0027930,FBgn0039102,FBgn0000533
OG0001294	TC002528	FBgn0034592,FBgn0034481
OG0006654	TC010608	FBgn0036846
OG0002568	TC013413	FBgn0031987
OG0004805	TC015323	FBgn0036544
OG0000653	TC004826	FBgn0030859,FBgn0035557,FBgn0050471
OG0001997	TC014345	FBgn0024989
OG0003025	TC009998	FBgn0037573
OG0007064	TC003192	FBgn0029117
OG0001597	TC001001,TC011533	FBgn0259108
OG0001389	TC009438	FBgn0033699
OG0002695	TC009381	FBgn0020270
OG0004908	TC016037	FBgn0031194
OG0006921	TC015461	FBgn0052069
OG0007461	TC013346,TC013742	FBgn0000317
OG0007754	TC016417,TC003245	FBgn0010114
OG0002430	TC014412	FBgn0031684
OG0007034	TC009461	FBgn0041156
OG0006835	TC014658	FBgn0010452
OG0004439	TC008844	FBgn0033936
OG0000652	TC006519	FBgn0036830,FBgn0034877,FBgn0050093
OG0005734	TC010001	FBgn0034797
OG0002813	TC001383	FBgn0001086
OG0006457	TC010518	FBgn0030687
OG0001489	TC010848	FBgn0288966
OG0005188	TC000056	FBgn0000370
OG0006300	TC014120	FBgn0035537
OG0004030	TC001965	FBgn0034498
OG0005397	TC011872	FBgn0250755
OG0008012	TC007011	FBgn0003462
OG0005032	TC000087	FBgn0001208
OG0002046	TC015215	FBgn0014411
OG0003403	TC011798	FBgn0000063
OG0005402	TC008511	FBgn0250816
OG0002346	TC011044	FBgn0037379
OG0000249	TC031941	FBgn0264001
OG0004145	TC011064	FBgn0004646
OG0005870	TC000770	FBgn0035110
OG0000374	TC011288	FBgn0003429
OG0003385	TC034217	FBgn0038466
OG0004947	TC002268	FBgn0030761
OG0005358	TC007464	FBgn0086673
OG0005264	TC002668	FBgn0083969
OG0004732	TC031026	FBgn0033208
OG0007418	TC031338,TC031339	FBgn0263873
OG0003719	TC009183	FBgn0011336
OG0004751	TC000113	FBgn0033177
OG0006527	TC008489	FBgn0030871
OG0001821	TC001382	FBgn0014133
OG0003321	TC005779	FBgn0013269
OG0006005	TC007157	FBgn0266083
OG0003723	TC034442	FBgn0029157
OG0005053	TC000167	FBgn0036534
OG0006455	TC003224	FBgn0030683
OG0003697	TC005570	FBgn0027617
OG0002322	TC003425	FBgn0037188
OG0007053	TC002784	FBgn0016983
OG0003204	TC004865	FBgn0038046
OG0004729	TC003140	FBgn0050493
OG0004860	TC000514	FBgn0039116
OG0004071	TC033610	FBgn0034346
OG0005424	TC000232	FBgn0259167
OG0006699	TC004434	FBgn0036740
OG0000854	TC000086	FBgn0052373,FBgn0035798
OG0004081	TC012611	FBgn0034352
OG0001560	TC033158	FBgn0267336,FBgn0085219
OG0007881	TC006523	FBgn0025621
OG0003447	TC031454	FBgn0038621
OG0006719	TC007674	FBgn0004108
OG0000216	TC001010	FBgn0035750,FBgn0035751,FBgn0034486,FBgn0039192,FBgn0086610
OG0004802	TC033838	FBgn0002921
OG0003822	TC015816	FBgn0039554
OG0005654	TC011717	FBgn0262647
OG0002734	TC005463	FBgn0032431
OG0004283	TC006665	FBgn0034585
OG0004736	TC013171	FBgn0033196
OG0006051	TC005303	FBgn0267330
OG0006624	TC002072	FBgn0014037
OG0005464	TC003446	FBgn0287767
OG0002476	TC007644	FBgn0031766
OG0001803	TC032674	FBgn0035308,FBgn0052311
OG0000516	TC008221	FBgn0031367,FBgn0032519,FBgn0030703
OG0000667	TC013252	FBgn0033639
OG0002702	TC005427	FBgn0032337
OG0004128	TC013536	FBgn0029897
OG0005586	TC013327	FBgn0261602
OG0001270	TC011321,TC011322	FBgn0039776
OG0002787	TC013891	FBgn0015791
OG0001689	TC014955	FBgn0050275,FBgn0050268
OG0005797	TC008696	FBgn0034933
OG0000355	TC007761	FBgn0040752
OG0003243	TC000642	FBgn0038163
OG0007301	TC015414,TC015554,TC015599,TC015159,TC010240,TC003807,TC015158,TC005026,TC033405,TC015101,TC015161,TC014887,TC015601,TC015100	FBgn0038878,FBgn0030332,FBgn0031775,FBgn0026268,FBgn0263830,FBgn0036380,FBgn0069973,FBgn0030073
OG0006692	TC034513	FBgn0036732
OG0004456	TC010386	FBgn0033915
OG0004803	TC010520	FBgn0000083
OG0006305	TC003172	FBgn0027085
OG0004565	TC001374	FBgn0033635
OG0006661	TC012676	FBgn0036844
OG0007996	TC009210	FBgn0039067
OG0007296	TC015908	FBgn0036879
OG0007545	TC010799	FBgn0085412
OG0004740	TC007151	FBgn0033191
OG0002149	TC016056	FBgn0029756
OG0003709	TC031630	FBgn0039264
OG0002897	TC013563	FBgn0051800
OG0004583	TC012128	FBgn0033555
OG0006890	TC013870	FBgn0015828
OG0000196	TC033253,TC008298	FBgn0032010
OG0000225	TC034723	FBgn0013342
OG0004883	TC000824	FBgn0025615
OG0006219	TC013994	FBgn0035401
OG0001890	TC005122,TC005123	FBgn0036824
OG0006750	TC001186	FBgn0044028
OG0006328	TC007332	FBgn0030292
OG0001921	TC004689,TC002430	FBgn0036236
OG0003483	TC005461	FBgn0038723
OG0005553	TC009293	FBgn0261286
OG0003469	TC003886	FBgn0016120
OG0005481	TC009087	FBgn0260487
OG0007974	TC001173,TC032200	FBgn0039337
OG0002290	TC008294	FBgn0037094
OG0005606	TC000509	FBgn0261792
OG0007475	TC033970,TC011604	FBgn0032415
OG0004117	TC001135	FBgn0023458
OG0000001	TC001646,TC031776,TC031880,TC030930,TC031078,TC030956,TC004270,TC031008,TC011581,TC015963,TC012958,TC034815,TC012351,TC003603,TC031951,TC034493,TC031881,TC005059,TC005017,TC031701,TC035004,TC031317,TC010097,TC008558,TC031828,TC031352,TC031203,TC031086,TC005142,TC035039,TC001995,TC004208,TC031661,TC034945,TC002103,TC035031,TC031590,TC005090,TC033490,TC030941,TC011274,TC031178,TC005112,TC030955,TC015850,TC030966,TC032964,TC002236,TC008529,TC031854,TC030917,TC014837,TC016103,TC031845,TC002592,TC031070,TC033504,TC001644,TC033921,TC004810,TC030957,TC002271,TC031704,TC005240,TC008560,TC005063,TC031861,TC005244,TC035024,TC006175,TC031937,TC033489,TC034540,TC010304,TC030973,TC032967,TC031864,TC031258,TC031979,TC001509,TC031729,TC031736,TC034922,TC012513,TC031079,TC033486,TC004352,TC011498,TC006071,TC010633,TC006964,TC034293,TC035003,TC031087,TC004286,TC034203,TC006929,TC003833,TC010276,TC031842,TC034382,TC034202,TC001664,TC031855,TC004340,TC033287,TC001483,TC033480,TC030972,TC011483,TC011554,TC009733,TC035015,TC014847,TC002104,TC034914,TC031763,TC012961,TC005274,TC005013,TC001645,TC005297,TC031259,TC006070,TC031910,TC010629,TC030939,TC035009,TC034749,TC030967,TC031662,TC030943,TC002169,TC034934,TC015881,TC004035,TC004175,TC010220,TC008564,TC002199,TC030958,TC016413,TC031602,TC031255,TC004226,TC034211,TC030937,TC012926,TC031167,TC032274,TC002017,TC002025,TC005295,TC034204,TC031700,TC011500,TC005147,TC033297,TC031104,TC031886,TC030934	FBgn0035928
OG0001501	TC004674	FBgn0036144
OG0005412	TC011068	FBgn0250871
OG0005224	TC007678	FBgn0030336
OG0003069	TC016369	FBgn0040534
OG0000301	TC008031,TC015888	FBgn0037579,FBgn0085201,FBgn0040529
OG0002488	TC034906	FBgn0287695
OG0003208	TC009561	FBgn0037998
OG0000107	TC032245,TC001579,TC031029,TC001549,TC032349,TC032247	FBgn0053531
OG0005682	TC002085	FBgn0263109
OG0007487	TC014960	FBgn0259242
OG0003484	TC006724	FBgn0038737
OG0001420	TC032313	FBgn0033212
OG0001015	TC005313	FBgn0028868,FBgn0005322
OG0004822	TC014330	FBgn0037153
OG0005573	TC013036	FBgn0261530
OG0000804	TC011522,TC000238,TC007689	FBgn0283427
OG0002788	TC013148	FBgn0001970
OG0003818	TC012585	FBgn0039561
OG0006606	TC014802	FBgn0288469
OG0001013	TC013574	FBgn0032242,FBgn0032969
OG0004801	TC004929	FBgn0001098
OG0007825	TC008551,TC032525,TC032527,TC010555	FBgn0033845
OG0007960	TC004188,TC034916,TC031612,TC014952	FBgn0031317
OG0002551	TC003018	FBgn0031961
OG0004226	TC010678	FBgn0014868
OG0006209	TC003669	FBgn0035374
OG0005331	TC007006	FBgn0086130
OG0002161	TC000177	FBgn0052758
OG0004613	TC007769	FBgn0000715
OG0002300	TC015607	FBgn0037108
OG0005877	TC007452	FBgn0035142
OG0001509	TC001321	FBgn0039157
OG0006976	TC000791	FBgn0040827
OG0002375	TC009513	FBgn0044823
OG0002196	TC034663	FBgn0020305
OG0002453	TC009252	FBgn0031730
OG0003575	TC030601	FBgn0038951
OG0001079	TC010099	FBgn0002306
OG0001384	TC009930	FBgn0011592
OG0000627	TC034807	FBgn0034362,FBgn0034363,FBgn0030071
OG0003803	TC009766	FBgn0016061
OG0004662	TC003747	FBgn0033400
OG0004785	TC007419	FBgn0039938
OG0001865	TC001711	FBgn0026313
OG0002784	TC002084	FBgn0028932
OG0006569	TC011399	FBgn0031023
OG0005771	TC032353	FBgn0034931
OG0000511	TC008448,TC007053,TC007733	FBgn0015400
OG0007405	TC000176,TC004452,TC004438,TC004439	FBgn0262473
OG0003157	TC014289	FBgn0037874
OG0000889	TC001573	FBgn0040356,FBgn0034722
OG0005567	TC004606	FBgn0261456
OG0001994	TC034845	FBgn0052350
OG0006450	TC007615	FBgn0030655
OG0005167	TC031557	FBgn0002283
OG0008053	TC033726	FBgn0033826
OG0000609	TC004958,TC004955	FBgn0039617
OG0001049	TC001885	FBgn0002673,FBgn0003525
OG0004048	TC004634	FBgn0034432
OG0002458	TC000688	FBgn0001128
OG0005735	TC007567	FBgn0021979
OG0006412	TC014466	FBgn0001612
OG0005763	TC004961	FBgn0034894
OG0004410	TC003798	FBgn0013467
OG0003700	TC030651	FBgn0039226
OG0007717	TC015011,TC010231,TC004002	FBgn0032769,FBgn0032768
OG0002951	TC032630	FBgn0032911
OG0002005	TC003400	FBgn0040370
OG0003082	TC001960	FBgn0037688
OG0005219	TC033841	FBgn0053082
OG0005518	TC010010	FBgn0260962
OG0006956	TC001287	FBgn0035980
OG0002441	TC001919	FBgn0031700
OG0001161	TC004968	FBgn0027948
OG0003301	TC009670	FBgn0038300
OG0000678	TC014895	FBgn0050354,FBgn0260008
OG0007145	TC005572	FBgn0026323
OG0006406	TC002174	FBgn0030518
OG0002113	TC002914	FBgn0003285
OG0005963	TC008856	FBgn0264753
OG0002866	TC030698	FBgn0032689
OG0006998	TC005758	FBgn0035901
OG0000018	TC030229,TC030255,TC030220,TC034229,TC033589,TC030218,TC030256,TC030271,TC030225,TC030227,TC030226,TC032262,TC030228,TC030219,TC030222,TC030221	FBgn0259683
OG0003657	TC009608	FBgn0005649
OG0006284	TC004622	FBgn0011653
OG0006254	TC007261	FBgn0026592
OG0002525	TC013707	FBgn0031902
OG0002496	TC009771	FBgn0031851
OG0002633	TC034431	FBgn0032222
OG0002232	TC010521	FBgn0031239
OG0007239	TC015691	FBgn0031436
OG0007866	TC011981,TC010855	FBgn0032405,FBgn0029994
OG0005329	TC008650	FBgn0085512
OG0004502	TC008302	FBgn0033753
OG0007878	TC034844,TC005664	FBgn0033785
OG0001317	TC015318	FBgn0265271,FBgn0029942
OG0005710	TC001317	FBgn0034743
OG0005899	TC011923	FBgn0263351
OG0005297	TC003465	FBgn0085188
OG0001139	TC005565	FBgn0041710,FBgn0038105
OG0006850	TC014760	FBgn0036286
OG0004129	TC006759	FBgn0029892
OG0002752	TC009783	FBgn0051729
OG0000423	TC032148	FBgn0266579
OG0006175	TC004358	FBgn0035243
OG0007246	TC010402	FBgn0031413
OG0005361	TC015223	FBgn0086676
OG0001243	TC001075	FBgn0039501,FBgn0034459
OG0003461	TC004658	FBgn0038675
OG0001067	TC010679	FBgn0032876
OG0006321	TC008840	FBgn0027498
OG0005845	TC008970	FBgn0022343
OG0000843	TC007566	FBgn0036518
OG0002470	TC014725	FBgn0031779
OG0003865	TC007535	FBgn0039680
OG0004300	TC000269	FBgn0034636
OG0002738	TC011702	FBgn0032451
OG0007141	TC009539	FBgn0027334
OG0000283	TC008603,TC001964,TC014187,TC009574	FBgn0031952
OG0001478	TC005652,TC011140	FBgn0031097
OG0004374	TC009118	FBgn0034067
OG0007945	TC009993,TC035033	FBgn0288967
OG0001199	TC002673	FBgn0013759
OG0007784	TC008111	FBgn0250850
OG0004484	TC006857	FBgn0027079
OG0000387	TC011295,TC008487,TC011126	FBgn0026086
OG0004417	TC002932	FBgn0011660
OG0000093	TC012550	FBgn0085481,FBgn0085480
OG0006735	TC014612	FBgn0017572
OG0003194	TC010451	FBgn0037979
OG0003381	TC009511	FBgn0015351
OG0002828	TC003307	FBgn0032597
OG0002771	TC013703	FBgn0032516
OG0005641	TC034974	FBgn0262126
OG0006832	TC013431	FBgn0011284
OG0002943	TC033264	FBgn0051678
OG0002353	TC006470	FBgn0037382
OG0003413	TC003528	FBgn0038552
OG0007760	TC001851,TC012222,TC001408	FBgn0028484
OG0004494	TC000592	FBgn0033794
OG0006762	TC006362	FBgn0036545
OG0002953	TC011968	FBgn0032916
OG0002511	TC000871	FBgn0031879
OG0007763	TC005531,TC033348	FBgn0033887
OG0006273	TC009808	FBgn0041630
OG0002666	TC007046	FBgn0032208
OG0003850	TC001461	FBgn0041588
OG0005225	TC031929	FBgn0031762
OG0007204	TC001753	FBgn0005616
OG0003705	TC012307	FBgn0039254
OG0003166	TC001617	FBgn0037894
OG0006824	TC005502	FBgn0036360
OG0000739	TC033053	FBgn0259111
OG0002354	TC032171	FBgn0037378
OG0003138	TC012532	FBgn0015396
OG0007708	TC006202,TC006201	FBgn0029834
OG0005588	TC010161	FBgn0261609
OG0000458	TC002864	FBgn0028379,FBgn0029687
OG0000766	TC033980	FBgn0261854
OG0005643	TC009963	FBgn0262166
OG0002320	TC001541	FBgn0011771
OG0005437	TC004416	FBgn0259222
OG0005294	TC000711	FBgn0039993
OG0007898	TC031755	FBgn0035316
OG0007024	TC003234	FBgn0035853
OG0004856	TC008015	FBgn0023175
OG0006248	TC003642	FBgn0035449
OG0007350	TC007697,TC008096	FBgn0260632
OG0002979	TC033300	FBgn0001112
OG0006188	TC010457	FBgn0035323
OG0005140	TC034156	FBgn0053958
OG0002713	TC000223	FBgn0032398
OG0004108	TC005471	FBgn0027872
OG0003976	TC011240	FBgn0027507
OG0007154	TC013920	FBgn0031188
OG0006043	TC011255	FBgn0266719
OG0003953	TC013543	FBgn0039877
OG0003765	TC015120	FBgn0039419
OG0002926	TC030021	FBgn0032840
OG0004243	TC013878	FBgn0028331
OG0005563	TC030655	FBgn0261437
OG0004450	TC014247	FBgn0033918
OG0001071	TC014024	FBgn0032901
OG0000859	TC012258	FBgn0000256
OG0004325	TC004468	FBgn0010409
OG0003346	TC013404	FBgn0038394
OG0007321	TC001497	FBgn0053848
OG0006138	TC013007	FBgn0010786
OG0007364	TC014442	FBgn0031637
OG0002240	TC032312	FBgn0024887
OG0007854	TC016191,TC016192	FBgn0260446
OG0006655	TC012675	FBgn0036849
OG0003561	TC011310	FBgn0038927
OG0000973	TC014413	FBgn0014189
OG0000601	TC033399	FBgn0261993,FBgn0261994,FBgn0039193
OG0005919	TC014728	FBgn0263780
OG0007157	TC000274	FBgn0031632
OG0003147	TC034773	FBgn0017577
OG0004328	TC015374	FBgn0034223
OG0000868	TC015024,TC033929	FBgn0025633
OG0005546	TC013922	FBgn0261268
OG0003962	TC000577	FBgn0025674
OG0001999	TC008383	FBgn0023536
OG0007013	TC014743	FBgn0010350
OG0003159	TC010587	FBgn0037891
OG0000740	TC008321,TC007996,TC032793	FBgn0259150
OG0004350	TC032214	FBgn0011260
OG0003057	TC013284	FBgn0037652
OG0005510	TC006472	FBgn0260862
OG0006330	TC031384	FBgn0030289
OG0003526	TC002261	FBgn0038851
OG0006650	TC015057	FBgn0026630
OG0004857	TC032303	FBgn0010329
OG0006657	TC013705	FBgn0036851
OG0006075	TC014322	FBgn0267861
OG0004852	TC005819	FBgn0032907
OG0007129	TC012416	FBgn0000709
OG0005914	TC004234	FBgn0263697
OG0004617	TC009469	FBgn0000606
OG0002361	TC001085	FBgn0037341
OG0008027	TC015499	FBgn0015359
OG0004381	TC005496	FBgn0015754
OG0001624	TC002978	FBgn0260936
OG0002199	TC010614	FBgn0026438
OG0006353	TC013182	FBgn0030352
OG0005260	TC009058	FBgn0083950
OG0002195	TC033125	FBgn0002936
OG0004173	TC000365	FBgn0029969
OG0005720	TC002922	FBgn0034791
OG0000050	TC001143	FBgn0051286,FBgn0051482,FBgn0052313,FBgn0261832
OG0003655	TC000357	FBgn0039151
OG0005157	TC014794	FBgn0031995
OG0006713	TC012619	FBgn0036696
OG0001819	TC008058,TC007061	FBgn0030304
OG0007718	TC001850,TC012247	FBgn0034240
OG0005579	TC006808	FBgn0261560
OG0003376	TC004123	FBgn0038421
OG0004025	TC014405	FBgn0010411
OG0003180	TC014274	FBgn0003312
OG0003001	TC003548	FBgn0037443
OG0005248	TC003235	FBgn0039966
OG0007014	TC001346	FBgn0002899
OG0001156	TC034022,TC034734	FBgn0038344
OG0000002	TC013380	FBgn0038301
OG0002549	TC007869	FBgn0031973
OG0001406	TC005855	FBgn0003071
OG0002976	TC009107	FBgn0037490
OG0002058	TC007481	FBgn0025625
OG0004869	TC000882	FBgn0030545
OG0007751	TC033867,TC010113	FBgn0004197
OG0003568	TC011289	FBgn0038947
OG0007557	TC006231,TC006232	FBgn0000406,FBgn0032603
OG0003636	TC009675	FBgn0015282
OG0003487	TC003222	FBgn0038747
OG0002278	TC005167	FBgn0026179
OG0005195	TC008408	FBgn0010488
OG0003314	TC034683	FBgn0038331
OG0001907	TC004895,TC004901	FBgn0036494
OG0007085	TC034633	FBgn0035696
OG0007058	TC002977	FBgn0035756
OG0004609	TC008043	FBgn0026403
OG0005309	TC012301	FBgn0085384
OG0006587	TC015049	FBgn0052533
OG0005950	TC010853	FBgn0264492
OG0006664	TC008341	FBgn0052204
OG0000891	TC031743	FBgn0040396,FBgn0000318
OG0001189	TC005763	FBgn0040877,FBgn0040571
OG0004870	TC032628	FBgn0026713
OG0002399	TC015403	FBgn0037263
OG0006374	TC006020	FBgn0030395
OG0006064	TC009375	FBgn0267488
OG0007326	TC001259,TC001260,TC001262,TC001261	FBgn0051233,FBgn0051198,FBgn0051343
OG0005522	TC007626	FBgn0260972
OG0002465	TC010818	FBgn0031770
OG0002689	TC000041	FBgn0032305
OG0004361	TC001004	FBgn0034138
OG0001460	TC001324	FBgn0039114
OG0006805	TC000547	FBgn0036436
OG0001887	TC013033,TC013335	FBgn0010417
OG0005738	TC002133	FBgn0034817
OG0002853	TC007927	FBgn0286781
OG0006208	TC016380	FBgn0044452
OG0005530	TC002297	FBgn0261049
OG0007045	TC002338	FBgn0035812
OG0007614	TC012583,TC012582	FBgn0016696
OG0004765	TC030907	FBgn0026777
OG0002624	TC007420	FBgn0032192
OG0002863	TC008033	FBgn0032694
OG0004016	TC009494	FBgn0000615
OG0006126	TC001384	FBgn0285911
OG0000620	TC011678,TC011677	FBgn0033042,FBgn0033629
OG0004871	TC002530	FBgn0030552
OG0005939	TC031479	FBgn0264075
OG0000546	TC014389	FBgn0051248,FBgn0051493
OG0007247	TC007799	FBgn0031384
OG0007724	TC011912,TC011913	FBgn0037239
OG0003596	TC011954	FBgn0039009
OG0008041	TC011941	FBgn0261386
OG0000833	TC003503	FBgn0036159,FBgn0030803
OG0006329	TC014903	FBgn0000499
OG0001549	TC002107	FBgn0040056
OG0004690	TC004326	FBgn0028836
OG0003730	TC009923	FBgn0039305
OG0006365	TC005612	FBgn0030328
OG0002874	TC009789	FBgn0032719
OG0002662	TC009042	FBgn0032216
OG0005341	TC033711	FBgn0086368
OG0001006	TC015880,TC000821	FBgn0032116
OG0006555	TC001638	FBgn0030976
OG0005063	TC013697	FBgn0032957
OG0002694	TC012908	FBgn0032358
OG0007606	TC000480	FBgn0039380
OG0002936	TC013519	FBgn0011638
OG0001825	TC033152	FBgn0031042,FBgn0030359
OG0006487	TC001643	FBgn0030734
OG0005269	TC034116	FBgn0083981
OG0003963	TC001379	FBgn0032986
OG0006053	TC030677	FBgn0267351
OG0000816	TC004311	FBgn0052264
OG0006490	TC034040	FBgn0004367
OG0001084	TC015026	FBgn0037448
OG0006420	TC003758	FBgn0030571
OG0003262	TC032156	FBgn0038197
OG0007787	TC008648	FBgn0004864
OG0004935	TC002994	FBgn0032154
OG0003948	TC033019	FBgn0039863
OG0001598	TC034399	FBgn0259110
OG0001246	TC009966	FBgn0030733,FBgn0039576
OG0007313	TC032162	FBgn0037515
OG0002226	TC011949	FBgn0031247
OG0002359	TC005176	FBgn0010051
OG0002222	TC015975	FBgn0031229
OG0000452	TC007894	FBgn0000667
OG0004275	TC003653	FBgn0050394
OG0004465	TC012023	FBgn0033890
OG0005962	TC010921	FBgn0264742
OG0002069	TC006817	FBgn0026090
OG0002283	TC013995	FBgn0041100
OG0007050	TC008786	FBgn0002909
OG0001515	TC010875	FBgn0024963
OG0005299	TC004823	FBgn0085224
OG0004050	TC015626	FBgn0040273
OG0005463	TC012119	FBgn0259938
OG0004257	TC031468	FBgn0034572
OG0003815	TC012304	FBgn0039560
OG0003077	TC008704	FBgn0037684
OG0005143	TC002382	FBgn0038131
OG0007188	TC007861	FBgn0031571
OG0002640	TC015393	FBgn0032235
OG0001144	TC034658	FBgn0038127,FBgn0260775
OG0003589	TC000612	FBgn0038974
OG0005042	TC012521	FBgn0024836
OG0006722	TC031160	FBgn0021768
OG0004501	TC010506	FBgn0033778
OG0000204	TC031003,TC033599,TC009665	FBgn0032801,FBgn0032810,FBgn0032809
OG0003412	TC004610	FBgn0038545
OG0006279	TC006451	FBgn0041171
OG0004222	TC003572	FBgn0052704
OG0007838	TC033546	FBgn0265193
OG0001586	TC001944,TC007209	FBgn0086768
OG0006306	TC005485	FBgn0035581
OG0005398	TC010805	FBgn0250786
OG0003639	TC009294	FBgn0039139
OG0002636	TC004143	FBgn0032225
OG0006351	TC030914	FBgn0030343
OG0007892	TC013502,TC013503	FBgn0051935
OG0007935	TC014362,TC004131	FBgn0285950
OG0005303	TC000233	FBgn0085284
OG0003056	TC015973	FBgn0037648
