OG	Tcas	Dmel
EIWS2	TC003034	FBgn0036258
EIWS5	TC000434	FBgn0036135
EIWS6	TC005538	FBgn0034939
EIWS7	TC000707	FBgn0036500
EIWS8	TC003525	FBgn0035995
EIWS9	TC007635	FBgn0052499
EIWSA	TC006025	FBgn0037556
EIWSE	TC004860	FBgn0025382
EIWSI	TC003068	FBgn0024698
EIWSJ	TC000986	FBgn0034274,FBgn0040066
EIWSM	TC034156	FBgn0053958
EIWSQ	TC009949	FBgn0031651
EIWTR	TC009044	FBgn0050147
EIWTS	TC014056	FBgn0037855
EIWTT	TC008515	FBgn0259481
EIWVD	TC000319,TC000318	FBgn0001186,FBgn0042711,FBgn0042710,FBgn0001187
EIWXR	TC033532	FBgn0034520
EIWXW	TC010608	FBgn0036846
EIWYY	TC012928	FBgn0033813
EIWYZ	TC000442	FBgn0039805
EIWZ2	TC007463	FBgn0032017
EIWZ3	TC004920	FBgn0027865
EIWZ4	TC015785	FBgn0027095
EIWZ5	TC030547	FBgn0037603
EIWZ6	TC008129	FBgn0024362,FBgn0052319
EIX0J	TC012308	FBgn0051694
EIX0K	TC034783	FBgn0003118
EIX0N	TC031408	FBgn0044328
EIX0R	TC033022	FBgn0032486
EIX0T	TC005587	FBgn0029763
EIX0W	TC006854	FBgn0263456
EIX0Y	TC001254	FBgn0038446
EIX10	TC033682	FBgn0040513
EIX15	TC032665	FBgn0035934
EIX17	TC005830	FBgn0264560
EIX19	TC033264	FBgn0051678
EIX1D	TC033396,TC033397	FBgn0002044
EIX1E	TC034900,TC014985	FBgn0035533
EIX1F	TC010174	FBgn0035028
EIX1H	TC012551	FBgn0029167
EIX1K	TC014790	FBgn0037116
EIX29	TC009494	FBgn0000615
EIX2I	TC005880	FBgn0050460
EIX2M	TC000537	FBgn0032643
EIX2N	TC005997	FBgn0028902
EIX2P	TC031235	FBgn0037241
EIX2Q	TC008478	FBgn0025336
EIX2R	TC007588	FBgn0031357
EIX2S	TC011963	FBgn0037248
EIX38	TC004793	FBgn0032123
EIX3B	TC032719	FBgn0003011
EIX3C	TC003240	FBgn0011300
EIX3J	TC000029	FBgn0035101
EIX3K	TC004872,TC009033	FBgn0038224
EIX3Q	TC011813	FBgn0035253
EIX3R	TC009430	FBgn0050069
EIX3W	TC003293	FBgn0263605
EIX3Y	TC008881	FBgn0011741
EIX3Z	TC011551	FBgn0023081
EIX40	TC009234	FBgn0033538
EIX41	TC013690	FBgn0036805
EIX44	TC032710,TC006033,TC034618,TC032249,TC007026,TC000829,TC000250,TC001300,TC001301,TC000247,TC004957,TC006034,TC011067	FBgn0035496,FBgn0031470,FBgn0032213,FBgn0032507,FBgn0028864,FBgn0028517,FBgn0051780,FBgn0051827,FBgn0032638,FBgn0033321,FBgn0031471,FBgn0028514,FBgn0032639,FBgn0031389,FBgn0033320
EIX4G	TC006382,TC005698	FBgn0034658,FBgn0036820
EIX4M	TC008261	FBgn0002622
EIX4N	TC012491	FBgn0039727
EIX4T	TC010181	FBgn0288631
EIX4V	TC012562	FBgn0029936
EIX4Y	TC030575	FBgn0034962
EIX4Z	TC034624	FBgn0032168
EIX50	TC000538	FBgn0025864
EIX51	TC008443	FBgn0000115
EIX58	TC009205	FBgn0039691
EIX5C	TC014040	FBgn0031893,FBgn0039029
EIX5J	TC015499	FBgn0015359
EIX5N	TC009513	FBgn0044823
EIX5R	TC034110	FBgn0052638
EIX5W	TC007034	FBgn0037101,FBgn0037502
EIX67	TC014563	FBgn0026738
EIX69	TC003851	FBgn0052225
EIX6A	TC004803	FBgn0010269
EIX6C	TC007473	FBgn0051119
EIX6T	TC015494	FBgn0023214
EIX6U	TC034611	FBgn0052736
EIX6W	TC003207,TC003206	FBgn0030600
EIX7A	TC034482	FBgn0265002
EIX82	TC015268	FBgn0003607,FBgn0037675
EIX8D	TC003322	FBgn0027057,FBgn0028838
EIX8E	TC000411	FBgn0038095
EIX8J	TC033895	FBgn0032922
EIX8N	TC004472	FBgn0045823
EIX8Q	TC012556	FBgn0037814
EIX9X	TC033585	FBgn0023545
EIX9Y	TC004824	FBgn0033686
EIX9Z	TC009145	FBgn0037555
EIXAN	TC002940	FBgn0011824
EIXAS	TC015193	FBgn0040075
EIXAT	TC030592	FBgn0034495
EIXAU	TC011772	FBgn0029879
EIXAV	TC000196	FBgn0035923
EIXAX	TC010464	FBgn0043010
EIXBA	TC014137	FBgn0026479
EIXBD	TC000675	FBgn0038803
EIXBE	TC005582	FBgn0039341
EIXBF	TC006725	FBgn0033717
EIXBH	TC011557	FBgn0039623
EIXBP	TC034448	FBgn0267795
EIXBY	TC031143	FBgn0039294
EIXBZ	TC014172	FBgn0053202
EIXCI	TC013594	FBgn0024846,FBgn0015765
EIXCQ	TC010863	FBgn0035103
EIXE7	TC001246	FBgn0037630
EIXEU	TC009889	FBgn0035429
EIXF8	TC003637	FBgn0263199
EIXFJ	TC034440,TC034439,TC011791	FBgn0030749
EIXFV	TC033123	FBgn0031707
EIXFX	TC000793	FBgn0036211
EIXFZ	TC009374	FBgn0042094
EIXGC	TC009560	FBgn0003053
EIXGD	TC007660	FBgn0036255
EIXGG	TC007903,TC007904	FBgn0022097,FBgn0033706,FBgn0040377
EIXGJ	TC001443	FBgn0029849,FBgn0039641
EIXH0	TC013566	FBgn0039411
EIXH4	TC001200	FBgn0037741
EIXH8	TC000784	FBgn0032251
EIXH9	TC007804	FBgn0015721
EIXHB	TC009252	FBgn0031730
EIXHC	TC008312	FBgn0040228
EIXHI	TC001975	FBgn0085397
EIXHK	TC014378	FBgn0030055
EIXHM	TC007123	FBgn0029755
EIXHP	TC012301	FBgn0085384
EIXHS	TC032124	FBgn0260793
EIXI5	TC000164	FBgn0284254
EIXI8	TC007076	FBgn0029915
EIXI9	TC032225	FBgn0040751
EIXIA	TC013840	FBgn0000644
EIXIG	TC002426	FBgn0036301
EIXIH	TC013295	FBgn0037690
EIXIK	TC009294	FBgn0039139
EIXIM	TC013542	FBgn0032880
EIXIN	TC030698	FBgn0032689
EIXIQ	TC006227	FBgn0041711
EIXIR	TC006736	FBgn0033440,FBgn0034876
EIXIU	TC014795	FBgn0029690
EIXIX	TC003531	FBgn0266666
EIXJ0	TC006985	FBgn0033866
EIXJ7	TC009385	FBgn0015544
EIXJA	TC011302	FBgn0027490
EIXJC	TC000258	FBgn0032492,FBgn0250843
EIXJD	TC009563	FBgn0038588
EIXJT	TC033918	FBgn0261675
EIXKS	TC011262	FBgn0004882
EIXKW	TC001032	FBgn0026371
EIXKX	TC006436	FBgn0266572
EIXKY	TC010322	FBgn0035162
EIXKZ	TC032473	FBgn0262656
EIXM0	TC014886	FBgn0037213
EIXM1	TC002087	FBgn0016672
EIXMM	TC010415	FBgn0037275
EIXMR	TC014300	FBgn0032728
EIXMU	TC032396	FBgn0033097
EIXN8	TC006808	FBgn0261560
EIXND	TC003967	FBgn0017579
EIXNE	TC033639	FBgn0039710
EIXNV	TC016287	FBgn0039045
EIXNX	TC005959	FBgn0025720
EIXNY	TC008201	FBgn0028550
EIXP1	TC031468,TC014048	FBgn0034572
EIXP3	TC005161	FBgn0051612
EIXQ2	TC033995,TC005949	FBgn0260970
EIXQ5	TC034615	FBgn0004885,FBgn0003719
EIXQE	TC009329	FBgn0039846
EIXQH	TC034423,TC011857	FBgn0014031
EIXQK	TC009378	FBgn0034012
EIXQW	TC014222	FBgn0033996
EIXQZ	TC003544	FBgn0028888
EIXRM	TC033069,TC033068,TC003527	FBgn0038209,FBgn0025692,FBgn0013305,FBgn0085459,FBgn0085460
EIXRS	TC032089,TC004659,TC000861,TC000863,TC000701	FBgn0051646,FBgn0051814,FBgn0031837,FBgn0085420
EIXRT	TC008964	FBgn0052251
EIXRX	TC014980	FBgn0058045
EIXRY	TC001982	FBgn0039858
EIXS1	TC007374,TC006271	FBgn0036222,FBgn0261439
EIXS4	TC012483	FBgn0259099
EIXS6	TC004633	FBgn0040355,FBgn0051642,FBgn0028531,FBgn0051835,FBgn0037655,FBgn0260953
EIXSC	TC014600	FBgn0261556
EIXSY	TC016112	FBgn0002736
EIXT4	TC002738	FBgn0025582
EIXT7	TC031835,TC034357	FBgn0287478
EIXTC	TC004931	FBgn0029925
EIXTD	TC011717	FBgn0262647
EIXTG	TC033717	FBgn0034902
EIXTI	TC000315,TC010662	FBgn0038488,FBgn0038286
EIXTN	TC004777	FBgn0035383
EIXTT	TC030640	FBgn0050022
EIXTU	TC032121	FBgn0034141
EIXUJ	TC033963	FBgn0085399
EIXV9	TC011513	FBgn0032929
EIXWG	TC009237	FBgn0037739
EIXWI	TC004934	FBgn0030323
EIXWQ	TC032092	FBgn0040907
EIXWU	TC002059	FBgn0031224
EIXYP	TC034848,TC005644	FBgn0037995,FBgn0036337
EIY19	TC003689	FBgn0015925
EIY1A	TC010381	FBgn0041775
EIY1B	TC005603	FBgn0266369
EIY1D	TC007564	FBgn0031659
EIY1E	TC009108	FBgn0266673
EIY1F	TC009927	FBgn0039875
EIY1G	TC004970	FBgn0030358
EIY29	TC016391	FBgn0035481
EIY2C	TC011725	FBgn0038925
EIY2E	TC004909	FBgn0030806
EIY2H	TC010883	FBgn0052112
EIY2K	TC000508	FBgn0020018
EIY2S	TC014288	FBgn0086757
EIY2X	TC015929	FBgn0033225
EIY2Y	TC034763	FBgn0034022
EIY2Z	TC012661	FBgn0031818
EIY35	TC003332	FBgn0035851
EIY3C	TC014329	FBgn0032783
EIY3F	TC009181	FBgn0023179
EIY3H	TC003495	FBgn0260771
EIY3I	TC014561	FBgn0030507
EIY3J	TC016011	FBgn0039900
EIY3K	TC002130	FBgn0036519
EIY3Q	TC007722	FBgn0023520
EIY3T	TC002945	FBgn0038676
EIY4E	TC012251	FBgn0037231
EIY4H	TC012727	FBgn0032388
EIY4I	TC033321	FBgn0034814
EIY4Z	TC001164	FBgn0054031
EIY53	TC000360	FBgn0035043
EIY5J	TC010522	FBgn0031238
EIY5Y	TC009930	FBgn0011592,FBgn0050056
EIY62	TC007349	FBgn0033763
EIY6G	TC001346	FBgn0002899
EIY6H	TC013372	FBgn0000018
EIY6K	TC009354	FBgn0022936
EIY6N	TC007430,TC007429	FBgn0024361
EIY7H	TC011122	FBgn0038246
EIY7K	TC001923	FBgn0037202
EIY7N	TC015096	FBgn0020236
EIY7P	TC032674	FBgn0024277,FBgn0052311
EIY7S	TC000058	FBgn0035334
EIY7U	TC034733	FBgn0261723
EIY7X	TC015023,TC015024	FBgn0025633
EIY7Z	TC030006	FBgn0000564
EIY82	TC006189	FBgn0031313
EIY89	TC015719,TC015700	FBgn0030589,FBgn0030588
EIY8T	TC013484	FBgn0051100
EIY9E	TC002414	FBgn0037313
EIYAP	TC012814	FBgn0031765
EIYAQ	TC015727	FBgn0003559
EIYAT	TC002936	FBgn0035121
EIYAU	TC013119	FBgn0030306
EIYAV	TC015022	FBgn0017567
EIYAW	TC013667	FBgn0027537,FBgn0038274
EIYB7	TC000456	FBgn0035294
EIYB8	TC009260	FBgn0286213
EIYBU	TC014762	FBgn0034642,FBgn0034641
EIYBY	TC004825	FBgn0032938
EIYBZ	TC015281,TC006899,TC001487	FBgn0038397
EIYCZ	TC006689	FBgn0031768
EIYD1	TC009561	FBgn0037998
EIYDE	TC010453	FBgn0038016
EIYE3	TC000608	FBgn0030056
EIYEK	TC000268	FBgn0010280,FBgn0041103
EIYEN	TC004628	FBgn0261625,FBgn0263233
EIYEP	TC008350,TC000208	FBgn0034187,FBgn0033889
EIYEQ	TC005854	FBgn0032480
EIYER	TC006063	FBgn0262614
EIYEU	TC013573	FBgn0027101
EIYEW	TC004357	FBgn0011785
EIYGU	TC004131,TC014362	FBgn0285950
EIYGW	TC013808	FBgn0035873
EIYH4	TC032074,TC032073	FBgn0026388
EIYH6	TC015124,TC004215	FBgn0001965
EIYH8	TC006809	FBgn0034705
EIYHA	TC005628	FBgn0035032
EIYHB	TC016366	FBgn0263852
EIYHP	TC004115	FBgn0039109
EIYHQ	TC013234	FBgn0026261
EIYHS	TC001478	FBgn0260860
EIYHT	TC030573	FBgn0031003
EIYHX	TC030598	FBgn0039955
EIYI8	TC009251	FBgn0262112
EIYI9	TC011658	FBgn0037411
EIYIA	TC001277	FBgn0033527
EIYIE	TC010371	FBgn0039224
EIYIF	TC013837	FBgn0042185
EIYIR	TC014293	FBgn0038771
EIYIS	TC032021	FBgn0026576
EIYIV	TC031022	FBgn0036576
EIYIY	TC008195	FBgn0030480
EIYJ1	TC013378	FBgn0036774
EIYK0	TC031159	FBgn0038257
EIYKQ	TC000739	FBgn0038065
EIYKR	TC011361	FBgn0026565
EIYKS	TC008670	FBgn0032698
EIYKW	TC002137	FBgn0036988
EIYKX	TC013395	FBgn0031710
EIYKY	TC006728	FBgn0028426
EIYKZ	TC031132	FBgn0033859
EIYM0	TC011644	FBgn0038652
EIYM1	TC006307	FBgn0032430
EIYM2	TC005930	FBgn0032050
EIYM6	TC033522	FBgn0026374
EIYMB	TC000574	FBgn0266137
EIYMF	TC006979	FBgn0052333
EIYMH	TC011045	FBgn0040339,FBgn0052971
EIYMI	TC012823	FBgn0037430
EIYMY	TC030910,TC031070,TC003971	FBgn0030993,FBgn0035928,FBgn0250821,FBgn0051358,FBgn0260230,FBgn0037986,FBgn0260657
EIYN2	TC013508	FBgn0031975
EIYN6	TC015510	FBgn0038686
EIYND	TC006323	FBgn0027052
EIYNE	TC013408	FBgn0040235
EIYNG	TC034762	FBgn0032329
EIYNM	TC008077	FBgn0039172
EIYNN	TC012802	FBgn0051156
EIYNP	TC009779	FBgn0045063
EIYNQ	TC001570	FBgn0040340,FBgn0052815
EIYP0	TC032880	FBgn0002901
EIYPJ	TC030596	FBgn0052409
EIYPM	TC003883	FBgn0036695
EIYPV	TC031422,TC016205	FBgn0004666
EIYQ8	TC031052	FBgn0040297
EIYQH	TC000960	FBgn0012036
EIYQQ	TC010876	FBgn0023023
EIYQZ	TC034671	FBgn0051704,FBgn0266363
EIYRH	TC002496	FBgn0005626
EIYRI	TC013791	FBgn0031479
EIYRJ	TC004948	FBgn0033518,FBgn0033520,FBgn0033521
EIYSI	TC016351	FBgn0036783,FBgn0053194,FBgn0038198,FBgn0261291,FBgn0262595,FBgn0261290,FBgn0262594
EIYSN	TC032844,TC032843,TC008209	FBgn0260004
EIYT3	TC003205	FBgn0016715
EIYTD	TC010012	FBgn0033408,FBgn0028858
EIYUF	TC032509,TC015320,TC000152,TC000153	FBgn0031182,FBgn0031126,FBgn0033697,FBgn0033696,FBgn0025454,FBgn0033065
EIYUZ	TC005395	FBgn0020910
EIYV1	TC005910	FBgn0015402
EIYV2	TC007785	FBgn0025802
EIYV5	TC002730	FBgn0033987
EIYV7	TC015951,TC012271	FBgn0052651,FBgn0052437
EIYVD	TC015466	FBgn0030576
EIYVT	TC001918	FBgn0030640
EIYVW	TC031216	FBgn0004649
EIYW9	TC006549	FBgn0004638
EIYWI	TC003154	FBgn0032446
EIYX1	TC007467	FBgn0031220
EIYXX	TC002628	FBgn0029693
EIYXZ	TC012328	FBgn0038519
EIYY0	TC002649	FBgn0033665
EIYYC	TC034798	FBgn0025381
EIYYD	TC011085	FBgn0004403,FBgn0004404
EIYYG	TC011080	FBgn0037962
EIYYI	TC010335	FBgn0283681
EIYYV	TC032187	FBgn0045980
EIYYW	TC012368	FBgn0086693
EIYYX	TC003172	FBgn0027085
EIYZ0	TC009562	FBgn0037536
EIYZ1	TC012815	FBgn0036150
EIYZ2	TC003004	FBgn0036973
EIYZ4	TC004746	FBgn0033482
EIYZA	TC013529	FBgn0003480
EIYZW	TC005814	FBgn0036273
EIYZY	TC007250	FBgn0031872,FBgn0040388
EIZ00	TC011228	FBgn0029667
EIZ04	TC014317	FBgn0002036
EIZ08	TC009637	FBgn0036254
EIZ1H	TC013107	FBgn0032646
EIZ21	TC033698	FBgn0034286
EIZ2D	TC004857	FBgn0053180
EIZ2E	TC004550	FBgn0038463,FBgn0031279
EIZ2F	TC013598,TC010894,TC011356	FBgn0033663
EIZ2M	TC001715	FBgn0034718
EIZ2P	TC001751,TC005593	FBgn0259749
EIZ2R	TC007055	FBgn0015399
EIZ2U	TC008865	FBgn0036916
EIZ2V	TC010107	FBgn0037661
EIZ38	TC014042	FBgn0038928
EIZ3A	TC007326	FBgn0036481
EIZ3Q	TC003528	FBgn0038552
EIZ3R	TC003185	FBgn0033402
EIZ3S	TC013608	FBgn0261799
EIZ3T	TC003810	FBgn0032032
EIZ3U	TC006236	FBgn0037024
EIZ3Y	TC034869,TC001704	FBgn0031227
EIZ40	TC006724	FBgn0038737
EIZ41	TC011290	FBgn0262517
EIZ42	TC031237	FBgn0027083
EIZ44	TC000317	FBgn0039130
EIZ48	TC015001	FBgn0025807
EIZ49	TC031499	FBgn0264307
EIZ4A	TC007641	FBgn0011305
EIZ4E	TC000972	FBgn0030101
EIZ4F	TC006924	FBgn0033265
EIZ4J	TC034169,TC005436	FBgn0050272,FBgn0050265,FBgn0034783,FBgn0039886,FBgn0034394,FBgn0010651,FBgn0034392,FBgn0034782,FBgn0034785,FBgn0034784,FBgn0033048
EIZ4R	TC000407	FBgn0086362
EIZ4V	TC008337	FBgn0025639
EIZ50	TC010103	FBgn0283442,FBgn0283440
EIZ5X	TC011079	FBgn0039159
EIZ5Y	TC034904,TC010306	FBgn0029882
EIZ7I	TC014888,TC015665	FBgn0029913
EIZ8V	TC032593	FBgn0264606
EIZ8X	TC032190,TC032189	FBgn0261574
EIZ8Y	TC014107	FBgn0030554
EIZ91	TC005902	FBgn0031681
EIZ92	TC008338	FBgn0035375,FBgn0036527,FBgn0036529,FBgn0036528,FBgn0051956
EIZ94	TC034559	FBgn0035286
EIZ96	TC003168	FBgn0054001
EIZA0	TC011638	FBgn0011596,FBgn0029870
EIZA2	TC032418	FBgn0027588
EIZA3	TC004145	FBgn0030577,FBgn0030578,FBgn0036809,FBgn0029152
EIZA4	TC011686	FBgn0036309
EIZA5	TC003697	FBgn0052484,FBgn0030300
EIZA6	TC007709	FBgn0042134
EIZA7	TC032664,TC032662	FBgn0267978
EIZA9	TC009599	FBgn0260012
EIZAP	TC008415	FBgn0032450
EIZBA	TC009713	FBgn0036710
EIZBC	TC012133	FBgn0005671
EIZEW	TC030464	FBgn0015808
EIZF2	TC014971	FBgn0264078
EIZF7	TC014606	FBgn0001233
EIZFD	TC011252	FBgn0013997,FBgn0052099
EIZFF	TC001467	FBgn0259214
EIZG1	TC013714	FBgn0026088
EIZGQ	TC013930	FBgn0039942
EIZGW	TC003419	FBgn0261112
EIZH1	TC004582	FBgn0035951
EIZH2	TC010209	FBgn0036462
EIZH3	TC030618	FBgn0030391
EIZH5	TC008972	FBgn0023510
EIZH6	TC013381	FBgn0030691,FBgn0034487
EIZH7	TC007397	FBgn0030377,FBgn0264077,FBgn0015622
EIZHN	TC009422	FBgn0038166
EIZHT	TC031275	FBgn0261610
EIZI4	TC010645	FBgn0015240
EIZIH	TC034679,TC034613	FBgn0039169
EIZIJ	TC014786	FBgn0014010
EIZIX	TC015524	FBgn0032956
EIZJ0	TC009545	FBgn0036332,FBgn0015509
EIZJ2	TC034322	FBgn0033021
EIZJ3	TC008019	FBgn0036214
EIZJ6	TC015650	FBgn0037917
EIZJ8	TC003242	FBgn0052594
EIZJ9	TC003783	FBgn0035574
EIZJA	TC007912	FBgn0014417
EIZJB	TC011033	FBgn0036814
EIZJD	TC009140	FBgn0035849
EIZJS	TC032824	FBgn0041111
EIZJU	TC004800	FBgn0032243
EIZJV	TC002816	FBgn0037105
EIZJX	TC000612	FBgn0038974
EIZJY	TC000992,TC000993	FBgn0037873
EIZK1	TC011763	FBgn0008646
EIZK3	TC009739	FBgn0034118
EIZK4	TC012523	FBgn0035890
EIZK5	TC015628	FBgn0039924
EIZK6	TC000677	FBgn0035689
EIZK8	TC004433	FBgn0037251
EIZK9	TC005103	FBgn0020908
EIZKB	TC009226	FBgn0260499
EIZKE	TC000468	FBgn0038043
EIZM7	TC010920	FBgn0053995
EIZN9	TC013218	FBgn0016917
EIZNP	TC012582,TC012583	FBgn0016696
EIZNQ	TC002314	FBgn0034726
EIZNR	TC012542	FBgn0040780
EIZQ3	TC005493	FBgn0032685
EIZQ5	TC000144	FBgn0011742
EIZQ6	TC013578	FBgn0015371
EIZQ8	TC003250	FBgn0042641
EIZQ9	TC033316	FBgn0034497,FBgn0026409
EIZQP	TC007649	FBgn0051849
EIZQR	TC006239	FBgn0029980
EIZQS	TC010456	FBgn0265265,FBgn0036173
EIZQT	TC013553	FBgn0001180
EIZQZ	TC010404	FBgn0003041
EIZR6	TC008635	FBgn0020647
EIZR8	TC014625	FBgn0035526
EIZTB	TC006378,TC006379	FBgn0029762,FBgn0035969,FBgn0028886,FBgn0033708,FBgn0033443
EIZTU	TC005166	FBgn0029118
EIZV9	TC012674	FBgn0000395
EIZVB	TC013310	FBgn0038299,FBgn0028984,FBgn0028983
EIZVG	TC014160	FBgn0046685
EIZVU	TC002980	FBgn0039544
EIZWI	TC034693,TC015900	FBgn0036804
EIZWN	TC014106,TC014586	FBgn0002021,FBgn0033093
EIZXD	TC012160	FBgn0030641
EIZXG	TC014466	FBgn0001612,FBgn0028901
EIZXV	TC013011	FBgn0002707
EIZXY	TC013390	FBgn0036147
EIZXZ	TC000313	FBgn0030000
EIZY2	TC004782	FBgn0031053
EIZY4	TC012416	FBgn0000709
EIZY8	TC034941,TC031899	FBgn0001079
EIZYJ	TC003257	FBgn0040080
EIZYN	TC013885	FBgn0038269
EIZYP	TC011182	FBgn0014026
EIZYR	TC012072	FBgn0052944
EIZYS	TC014413	FBgn0014189
EIZYT	TC015686	FBgn0031116,FBgn0052506
EIZYU	TC012376	FBgn0030699
EIZZ6	TC011710	FBgn0052263,FBgn0052262
EIZZ8	TC005722	FBgn0260049
EIZZA	TC004727	FBgn0019985
EIZZJ	TC015879	FBgn0034622
EIZZP	TC009394	FBgn0034368
EIZZQ	TC009894	FBgn0035844
EIZZR	TC000876	FBgn0000337
EIZZS	TC000118	FBgn0003250,FBgn0003249
EIZZT	TC000358	FBgn0039152
EIZZV	TC012729,TC012730	FBgn0036346,FBgn0038924
EIZZX	TC010030	FBgn0024956
EIZZZ	TC000040	FBgn0259243
EJ009	TC011756	FBgn0038966
EJ00B	TC016340	FBgn0039282
EJ00C	TC016314	FBgn0035102
EJ00F	TC007111	FBgn0052685
EJ00G	TC013872	FBgn0016038
EJ00J	TC006168	FBgn0038805
EJ00N	TC008858	FBgn0052354
EJ00U	TC004682	FBgn0288433
EJ017	TC011677	FBgn0033629
EJ01E	TC016317	FBgn0037199
EJ01H	TC015537	FBgn0040375
EJ01I	TC012365	FBgn0010340
EJ021	TC012682	FBgn0034351
EJ025	TC033870	FBgn0266377
EJ028	TC009744	FBgn0267972
EJ02S	TC004653	FBgn0032399
EJ02Y	TC030965	FBgn0039897
EJ032	TC001092	FBgn0015221
EJ033	TC014716	FBgn0028926
EJ03H	TC033188,TC009975,TC008712	FBgn0039213
EJ03M	TC015934	FBgn0037562
EJ03U	TC005970,TC005969,TC005968	FBgn0034183,FBgn0034182
EJ03X	TC003465	FBgn0085188
EJ05F	TC034352	FBgn0041605
EJ06F	TC008832	FBgn0027951
EJ06V	TC031088	FBgn0000633
EJ06Y	TC032264	FBgn0020269
EJ06Z	TC009455	FBgn0261269
EJ07D	TC005780	FBgn0010213
EJ07I	TC004290	FBgn0026869
EJ07N	TC006605	FBgn0032236
EJ07T	TC001334	FBgn0040929
EJ07Z	TC013676	FBgn0038804
EJ08C	TC031503,TC011562	FBgn0000455
EJ08G	TC001358,TC009648	FBgn0039156
EJ08P	TC007850	FBgn0028343
EIMNR	TC001676	FBgn0260003,FBgn0034644
EJ08S	TC034383	FBgn0039883
EJ08T	TC003000	FBgn0004859
EJ08U	TC034180	FBgn0266418
EJ08W	TC030995	FBgn0053481
EJ08X	TC007923,TC003809	FBgn0010288
EJ090	TC030613	FBgn0004106
EJ091	TC009324	FBgn0004516
EJ093	TC014177	FBgn0036975
EJ094	TC034596,TC010581	FBgn0000153
EJ097	TC004962	FBgn0035005,FBgn0027291
EJ09Y	TC001964	FBgn0031952
EJ09Z	TC034766,TC010829,TC009035,TC009589,TC011969	FBgn0288686,FBgn0003889,FBgn0284243
EJ0AQ	TC010917	FBgn0036813
EJ0AU	TC013143	FBgn0011569,FBgn0010356
EJ0AX	TC015676,TC010394	FBgn0053310
EJ0CC	TC007466	FBgn0288229
EJ0E3	TC001001	FBgn0259108
EJ0F5	TC008565	FBgn0035039
EJ0GB	TC000875	FBgn0010591
EJ0GM	TC006692	FBgn0260933
EJ0GN	TC011049	FBgn0025457
EJ0GR	TC011389	FBgn0085430
EJ0GS	TC000540	FBgn0030407,FBgn0051773
EJ0GT	TC012657	FBgn0031006
EJ0HI	TC009816	FBgn0264325
EJ0HK	TC003033	FBgn0032644
EJ0HM	TC032839	FBgn0040395
EJ0HQ	TC008456	FBgn0051803
EJ0HY	TC002265	FBgn0261928
EJ0I7	TC005845	FBgn0037011
EJ0IJ	TC014764	FBgn0051712
EJ0IK	TC002957	FBgn0261934
EJ0IR	TC010681	FBgn0011603
EJ0IW	TC004616	FBgn0013334
EJ0J0	TC006679	FBgn0051992
EJ0J8	TC008136	FBgn0000316
EJ0JV	TC033868	FBgn0004795
EJ0JW	TC013585	FBgn0037375,FBgn0040208
EJ0JZ	TC004689	FBgn0036236
EJ0K0	TC002339	FBgn0039210
EJ0K1	TC001026	FBgn0030286
EJ0K3	TC030568	FBgn0035827
EJ0KN	TC005408	FBgn0030529
EJ0KU	TC011918	FBgn0259178
EJ0KV	TC011548	FBgn0259712
EJ0KW	TC032797	FBgn0283680
EJ0KX	TC014689	FBgn0031500
EJ0KY	TC006210	FBgn0032919
EJ0KZ	TC001607	FBgn0034083
EJ0M3	TC032475,TC000045	FBgn0052479
EJ0ME	TC002622	FBgn0037184
EJ0MF	TC034826	FBgn0035109
EJ0MZ	TC007157	FBgn0266083
EJ0N2	TC033469,TC014907,TC000325	FBgn0033367,FBgn0261363
EJ0NA	TC007921,TC009926	FBgn0259876
EJ0NB	TC032748	FBgn0029504
EJ0NG	TC010593,TC010594	FBgn0020385
EJ0NI	TC000217	FBgn0037826,FBgn0051467,FBgn0051391
EJ0NK	TC014515	FBgn0261380,FBgn0261356
EJ0NQ	TC004458	FBgn0023527
EJ0NT	TC012842	FBgn0036790,FBgn0036789
EJ0NU	TC002132	FBgn0034816
EJ0NW	TC032943	FBgn0010520
EJ0NX	TC012665	FBgn0025629
EJ0NY	TC014730	FBgn0014179
EJ0P0	TC013351	FBgn0031265
EJ0P5	TC033780,TC033779	FBgn0033777
EJ0PA	TC001141	FBgn0039161
EJ0PT	TC010050	FBgn0035903
EJ0PU	TC003420	FBgn0046296
EJ0PX	TC002285	FBgn0015773
EJ0Q6	TC005394	FBgn0031403
EJ0Q8	TC007642	FBgn0038570
EJ0QA	TC031831	FBgn0051665
EJ0QC	TC008043	FBgn0026403
EJ0QH	TC005858	FBgn0034997
EJ0QI	TC015655	FBgn0022361
EJ0QJ	TC004724	FBgn0283494
EJ0QQ	TC016304	FBgn0045866
EJ0SU	TC004535,TC004523	FBgn0051217
EJ0T1	TC008204	FBgn0287831
EJ0T3	TC008451	FBgn0052829
EJ0T8	TC033165	FBgn0263601
EJ0T9	TC007476	FBgn0029662,FBgn0051559
EJ0TT	TC005546	FBgn0021796
EJ0TV	TC016227,TC016227	FBgn0031107
EJ0TW	TC006215	FBgn0050005,FBgn0031117
EJ0TX	TC010853	FBgn0264492
EJ0UI	TC015503	FBgn0003353
EJ0UY	TC030044	FBgn0011227
EJ0V1	TC013521	FBgn0265187,FBgn0267828
EJ0V8	TC014516	FBgn0003483
EJ0W4	TC011927	FBgn0036888
EJ0W6	TC003984	FBgn0043070
